,in,,out
1589736599999,4.2380022E10,1589736599999,4.2380022E10
1589740199999,4.4468535E10,1589740199999,4.4468535E10
1589743799999,4.0866988E10,1589743799999,4.0866988E10
1589747399999,3.5160699E10,1589747399999,3.5160699E10
1589750999999,2.80804352E10,1589750999999,2.80804352E10
1589754599999,2.27323453E10,1589754599999,2.27323453E10
1589758199999,2.1090261E10,1589758199999,2.1090261E10
1589761799999,1.8385662E10,1589761799999,1.8385662E10
1589765399999,1.94345226E10,1589765399999,1.94345226E10
1589768999999,1.67879188E10,1589768999999,1.67879188E10
1589772599999,1.94871706E10,1589772599999,1.94871706E10
1589776199999,2.85403832E10,1589776199999,2.85403832E10
1589779799999,4.2334278E10,1589779799999,4.2334278E10
1589783399999,5.2515676E10,1589783399999,5.2515676E10
1589786999999,5.5376814E10,1589786999999,5.5376814E10
1589790599999,5.1441279E10,1589790599999,5.1441279E10
1589794199999,5.4103958E10,1589794199999,5.4103958E10
1589797799999,5.8140197E10,1589797799999,5.8140197E10
1589801399999,5.6552825E10,1589801399999,5.6552825E10
1589804999999,5.2226408E10,1589804999999,5.2226408E10
1589808599999,4.5562466E10,1589808599999,4.5562466E10
1589812199999,4.4341858E10,1589812199999,4.4341858E10
1589815799999,4.2994766E10,1589815799999,4.2994766E10
1589819399999,4.239573E10,1589819399999,4.239573E10
1589822999999,4.4139557E10,1589822999999,4.4139557E10
1589826599999,4.6996447E10,1589826599999,4.6996447E10
1589830199999,4.3948499E10,1589830199999,4.3948499E10
1589833799999,3.5709456E10,1589833799999,3.5709456E10
1589837399999,2.85840343E10,1589837399999,2.85840343E10
1589840999999,2.35632251E10,1589840999999,2.35632251E10
1589844599999,2.16713789E10,1589844599999,2.16713789E10
1589848199999,1.96376945E10,1589848199999,1.96376945E10
1589851799999,1.91387996E10,1589851799999,1.91387996E10
1589855399999,1.65634427E10,1589855399999,1.65634427E10
1589858999999,1.95889521E10,1589858999999,1.95889521E10
1589862599999,2.76970455E10,1589862599999,2.76970455E10
1589866199999,4.3996799E10,1589866199999,4.3996799E10
1589869799999,5.4180446E10,1589869799999,5.4180446E10
1589873399999,5.4669402E10,1589873399999,5.4669402E10
1589876999999,4.9255961E10,1589876999999,4.9255961E10
1589880599999,5.4054904E10,1589880599999,5.4054904E10
1589884199999,6.0711408E10,1589884199999,6.0711408E10
1589887799999,5.7598808E10,1589887799999,5.7598808E10
1589891399999,5.4406746E10,1589891399999,5.4406746E10
1589894999999,4.7292887E10,1589894999999,4.7292887E10
1589898599999,4.4956303E10,1589898599999,4.4956303E10
1589902199999,4.3420348E10,1589902199999,4.3420348E10
1589905799999,4.2657571E10,1589905799999,4.2657571E10
1589909399999,3.8264091E10,1589909399999,3.8264091E10
1589912999999,3.9179416E10,1589912999999,3.9179416E10
1589916599999,3.6282008E10,1589916599999,3.6282008E10
1589920199999,3.04341934E10,1589920199999,3.04341934E10
1589923799999,2.79408108E10,1589923799999,2.79408108E10
1589927399999,2.37158298E10,1589927399999,2.37158298E10
1589930999999,2.14527529E10,1589930999999,2.14527529E10
1589934599999,1.92690893E10,1589934599999,1.92690893E10
1589938199999,1.80611584E10,1589938199999,1.80611584E10
1589941799999,1.76801874E10,1589941799999,1.76801874E10
1589945399999,2.36755886E10,1589945399999,2.36755886E10
1589948999999,3.09335532E10,1589948999999,3.09335532E10
1589952599999,4.4268106E10,1589952599999,4.4268106E10
1589956199999,5.3703254E10,1589956199999,5.3703254E10
1589959799999,5.5790813E10,1589959799999,5.5790813E10
1589963399999,5.1603251E10,1589963399999,5.1603251E10
1589966999999,4.9339748E10,1589966999999,4.9339748E10
1589970599999,5.159662E10,1589970599999,5.159662E10
1589974199999,5.2544655E10,1589974199999,5.2544655E10
1589977799999,5.2705964E10,1589977799999,5.2705964E10
1589981399999,4.6017884E10,1589981399999,4.6017884E10
1589984999999,4.069007E10,1589984999999,4.069007E10
1589988599999,3.9755796E10,1589988599999,3.9755796E10
1589992199999,3.5085718E10,1589992199999,3.5085718E10
1589995799999,3.43096791E10,1589995799999,3.43096791E10
1589999399999,3.6441391E10,1589999399999,3.6441391E10
1590002999999,3.512277E10,1590002999999,3.512277E10
1590006599999,3.03465206E10,1590006599999,3.03465206E10
1590010199999,3.023087E10,1590010199999,3.023087E10
1590013799999,2.86099476E10,1590013799999,2.86099476E10
1590017399999,2.47666524E10,1590017399999,2.47666524E10
1590020999999,2.15892214E10,1590020999999,2.15892214E10
1590024599999,2.01721016E10,1590024599999,2.01721016E10
1590028199999,1.6501889E10,1590028199999,1.6501889E10
1590031799999,2.07664005E10,1590031799999,2.07664005E10
1590035399999,2.39414989E10,1590035399999,2.39414989E10
1590038999999,2.801374E10,1590038999999,2.801374E10
1590042599999,3.16223365E10,1590042599999,3.16223365E10
1590046199999,3.4507387E10,1590046199999,3.4507387E10
1590049799999,3.4716639E10,1590049799999,3.4716639E10
1590053399999,3.4968543E10,1590053399999,3.4968543E10
1590056999999,3.6034073E10,1590056999999,3.6034073E10
1590060599999,3.33067141E10,1590060599999,3.33067141E10
1590064199999,3.4941944E10,1590064199999,3.4941944E10
1590067799999,3.6162048E10,1590067799999,3.6162048E10
1590071399999,3.7083836E10,1590071399999,3.7083836E10
1590074999999,3.7460345E10,1590074999999,3.7460345E10
1590078599999,3.1848532E10,1590078599999,3.1848532E10
1590082199999,3.30006323E10,1590082199999,3.30006323E10
1590085799999,3.5625247E10,1590085799999,3.5625247E10
1590089399999,3.822918E10,1590089399999,3.822918E10
1590092999999,3.30506568E10,1590092999999,3.30506568E10
1590096599999,3.05034834E10,1590096599999,3.05034834E10
1590100199999,2.61428572E10,1590100199999,2.61428572E10
1590103799999,2.23031583E10,1590103799999,2.23031583E10
1590107399999,1.98783222E10,1590107399999,1.98783222E10
1590110999999,1.95831788E10,1590110999999,1.95831788E10
1590114599999,1.57679974E10,1590114599999,1.57679974E10
1590118199999,1.82877164E10,1590118199999,1.82877164E10
1590121799999,2.69415178E10,1590121799999,2.69415178E10
1590125399999,3.5006337E10,1590125399999,3.5006337E10
1590128999999,4.0073728E10,1590128999999,4.0073728E10
1590132599999,4.3334451E10,1590132599999,4.3334451E10
1590136199999,4.1558299E10,1590136199999,4.1558299E10
1590139799999,4.0991871E10,1590139799999,4.0991871E10
1590143399999,4.2547368E10,1590143399999,4.2547368E10
1590146999999,3.8835065E10,1590146999999,3.8835065E10
1590150599999,3.687467E10,1590150599999,3.687467E10
1590154199999,3.4378707E10,1590154199999,3.4378707E10
1590157799999,3.3259307E10,1590157799999,3.3259307E10
1590161399999,3.37530921E10,1590161399999,3.37530921E10
1590164999999,3.42105068E10,1590164999999,3.42105068E10
1590168599999,3.6137943E10,1590168599999,3.6137943E10
1590172199999,3.9045841E10,1590172199999,3.9045841E10
1590175799999,3.835931E10,1590175799999,3.835931E10
1590179399999,3.4713489E10,1590179399999,3.4713489E10
1590182999999,2.8770859E10,1590182999999,2.8770859E10
1590186599999,2.38016184E10,1590186599999,2.38016184E10
1590190199999,2.13951898E10,1590190199999,2.13951898E10
1590193799999,1.85843261E10,1590193799999,1.85843261E10
1590197399999,1.6543742E10,1590197399999,1.6543742E10
1590200999999,1.45873367E10,1590200999999,1.45873367E10
1590204599999,1.8349097E10,1590204599999,1.8349097E10
1590208199999,2.24795525E10,1590208199999,2.24795525E10
1590211799999,2.56865751E10,1590211799999,2.56865751E10
1590215399999,2.81892168E10,1590215399999,2.81892168E10
1590218999999,2.90854441E10,1590218999999,2.90854441E10
1590222599999,2.99207188E10,1590222599999,2.99207188E10
1590226199999,3.05410744E10,1590226199999,3.05410744E10
1590229799999,3.12219955E10,1590229799999,3.12219955E10
1590233399999,2.78249615E10,1590233399999,2.78249615E10
1590236999999,2.76822446E10,1590236999999,2.76822446E10
1590240599999,2.91657871E10,1590240599999,2.91657871E10
1590244199999,2.96818668E10,1590244199999,2.96818668E10
1590247799999,3.12773407E10,1590247799999,3.12773407E10
1590251399999,3.37790054E10,1590251399999,3.37790054E10
1590254999999,3.5978732E10,1590254999999,3.5978732E10
1590258599999,3.8280163E10,1590258599999,3.8280163E10
1590262199999,3.8520607E10,1590262199999,3.8520607E10
1590265799999,3.5113812E10,1590265799999,3.5113812E10
1590269399999,2.86813901E10,1590269399999,2.86813901E10
1590272999999,2.39526994E10,1590272999999,2.39526994E10
1590276599999,2.11570381E10,1590276599999,2.11570381E10
1590280199999,1.8204117E10,1590280199999,1.8204117E10
1590283799999,1.49900247E10,1590283799999,1.49900247E10
1590287399999,1.67990006E10,1590287399999,1.67990006E10
1590290999999,1.73908193E10,1590290999999,1.73908193E10
1590294599999,2.03624407E10,1590294599999,2.03624407E10
1590298199999,2.40538747E10,1590298199999,2.40538747E10
1590301799999,2.80034038E10,1590301799999,2.80034038E10
1590305399999,3.13464013E10,1590305399999,3.13464013E10
1590308999999,3.24204626E10,1590308999999,3.24204626E10
1590312599999,3.32493046E10,1590312599999,3.32493046E10
1590316199999,3.42668206E10,1590316199999,3.42668206E10
1590319799999,3.35720489E10,1590319799999,3.35720489E10
1590323399999,3.5952996E10,1590323399999,3.5952996E10
1590326999999,3.581186E10,1590326999999,3.581186E10
1590330599999,3.571855E10,1590330599999,3.571855E10
1590334199999,3.804781E10,1590334199999,3.804781E10
1590337799999,4.0240906E10,1590337799999,4.0240906E10
1590341399999,4.306713E10,1590341399999,4.306713E10
1590344999999,4.5201121E10,1590344999999,4.5201121E10
1590348599999,4.1948148E10,1590348599999,4.1948148E10
1590352199999,3.6285161E10,1590352199999,3.6285161E10
1590355799999,2.8780159E10,1590355799999,2.8780159E10
1590359399999,2.48432087E10,1590359399999,2.48432087E10
1590362999999,2.26633277E10,1590362999999,2.26633277E10
1590366599999,2.18806272E10,1590366599999,2.18806272E10
1590370199999,2.13310444E10,1590370199999,2.13310444E10
1590373799999,1.8100777E10,1590373799999,1.8100777E10
1590377399999,2.38668124E10,1590377399999,2.38668124E10
1590380999999,3.34891418E10,1590380999999,3.34891418E10
1590384599999,4.4914872E10,1590384599999,4.4914872E10
1590388199999,5.3956526E10,1590388199999,5.3956526E10
1590391799999,5.6153133E10,1590391799999,5.6153133E10
1590395399999,5.3527556E10,1590395399999,5.3527556E10
1590398999999,5.2279988E10,1590398999999,5.2279988E10
1590402599999,5.4767862E10,1590402599999,5.4767862E10
1590406199999,5.3133341E10,1590406199999,5.3133341E10
1590409799999,5.0371396E10,1590409799999,5.0371396E10
1590413399999,4.4698218E10,1590413399999,4.4698218E10
1590416999999,3.980689E10,1590416999999,3.980689E10
1590420599999,3.884909E10,1590420599999,3.884909E10
1590424199999,4.0512324E10,1590424199999,4.0512324E10
1590427799999,4.2015367E10,1590427799999,4.2015367E10
1590431399999,4.3197583E10,1590431399999,4.3197583E10
1590434999999,4.0789701E10,1590434999999,4.0789701E10
1590438599999,3.42951158E10,1590438599999,3.42951158E10
1590442199999,2.72607683E10,1590442199999,2.72607683E10
1590445799999,2.27049738E10,1590445799999,2.27049738E10
1590449399999,2.10635448E10,1590449399999,2.10635448E10
1590452999999,1.9983487E10,1590452999999,1.9983487E10
1590456599999,1.90552781E10,1590456599999,1.90552781E10
1590460199999,1.61726054E10,1590460199999,1.61726054E10
1590463799999,1.99538483E10,1590463799999,1.99538483E10
1590467399999,2.75069153E10,1590467399999,2.75069153E10
1590470999999,4.0545866E10,1590470999999,4.0545866E10
1590474599999,4.9207575E10,1590474599999,4.9207575E10
1590478199999,5.2192915E10,1590478199999,5.2192915E10
1590481799999,4.8068846E10,1590481799999,4.8068846E10
1590485399999,4.9867846E10,1590485399999,4.9867846E10
1590488999999,5.357688E10,1590488999999,5.357688E10
1590492599999,5.1180515E10,1590492599999,5.1180515E10
1590496199999,4.8611537E10,1590496199999,4.8611537E10
1590499799999,4.2756514E10,1590499799999,4.2756514E10
1590503399999,4.0889074E10,1590503399999,4.0889074E10
1590506999999,3.7307273E10,1590506999999,3.7307273E10
1590510599999,3.9526711E10,1590510599999,3.9526711E10
1590514199999,4.254645E10,1590514199999,4.254645E10
1590517799999,4.3868701E10,1590517799999,4.3868701E10
1590521399999,4.1742803E10,1590521399999,4.1742803E10
1590524999999,3.6172558E10,1590524999999,3.6172558E10
1590528599999,2.97059615E10,1590528599999,2.97059615E10
1590532199999,2.50823721E10,1590532199999,2.50823721E10
1590535799999,2.31956398E10,1590535799999,2.31956398E10
1590539399999,2.05364634E10,1590539399999,2.05364634E10
1590542999999,2.09654292E10,1590542999999,2.09654292E10
1590546599999,1.95449979E10,1590546599999,1.95449979E10
1590550199999,2.21176054E10,1590550199999,2.21176054E10
1590553799999,2.92389048E10,1590553799999,2.92389048E10
1590557399999,4.1706107E10,1590557399999,4.1706107E10
1590560999999,5.1296653E10,1590560999999,5.1296653E10
1590564599999,5.3671264E10,1590564599999,5.3671264E10
1590568199999,5.2032496E10,1590568199999,5.2032496E10
1590571799999,5.4279614E10,1590571799999,5.4279614E10
1590575399999,5.5559705E10,1590575399999,5.5559705E10
1590578999999,5.5145804E10,1590578999999,5.5145804E10
1590582599999,5.1406365E10,1590582599999,5.1406365E10
1590586199999,4.3156386E10,1590586199999,4.3156386E10
1590589799999,4.048735E10,1590589799999,4.048735E10
1590593399999,3.8947209E10,1590593399999,3.8947209E10
1590596999999,3.9439196E10,1590596999999,3.9439196E10
1590600599999,4.2817733E10,1590600599999,4.2817733E10
1590604199999,4.3695399E10,1590604199999,4.3695399E10
1590607799999,4.2203546E10,1590607799999,4.2203546E10
1590611399999,3.4881323E10,1590611399999,3.4881323E10
1590614999999,2.84503798E10,1590614999999,2.84503798E10
1590618599999,2.4492286E10,1590618599999,2.4492286E10
1590622199999,2.28745769E10,1590622199999,2.28745769E10
1590625799999,1.87214193E10,1590625799999,1.87214193E10
1590629399999,1.6964266E10,1590629399999,1.6964266E10
1590632999999,1.59548928E10,1590632999999,1.59548928E10
1590636599999,2.10152837E10,1590636599999,2.10152837E10
1590640199999,2.92806984E10,1590640199999,2.92806984E10
1590643799999,4.1444659E10,1590643799999,4.1444659E10
1590647399999,4.9712968E10,1590647399999,4.9712968E10
1590650999999,5.3129372E10,1590650999999,5.3129372E10
1590654599999,4.6090707E10,1590654599999,4.6090707E10
1590658199999,4.9384526E10,1590658199999,4.9384526E10
1590661799999,5.3792985E10,1590661799999,5.3792985E10
1590665399999,5.3319119E10,1590665399999,5.3319119E10
1590668999999,4.9603428E10,1590668999999,4.9603428E10
1590672599999,4.2609144E10,1590672599999,4.2609144E10
1590676199999,4.0321499E10,1590676199999,4.0321499E10
1590679799999,3.8085136E10,1590679799999,3.8085136E10
1590683399999,3.847499E10,1590683399999,3.847499E10
1590686999999,4.1039323E10,1590686999999,4.1039323E10
1590690599999,4.1632518E10,1590690599999,4.1632518E10
1590694199999,3.9735153E10,1590694199999,3.9735153E10
1590697799999,3.356706E10,1590697799999,3.356706E10
1590701399999,2.73206989E10,1590701399999,2.73206989E10
1590704999999,2.22580183E10,1590704999999,2.22580183E10
1590708599999,1.97315932E10,1590708599999,1.97315932E10
1590712199999,1.79890094E10,1590712199999,1.79890094E10
1590715799999,1.58697574E10,1590715799999,1.58697574E10
1590719399999,1.81018604E10,1590719399999,1.81018604E10
1590722999999,2.09853665E10,1590722999999,2.09853665E10
1590726599999,2.89254625E10,1590726599999,2.89254625E10
1590730199999,4.0299819E10,1590730199999,4.0299819E10
1590733799999,4.7299191E10,1590733799999,4.7299191E10
1590737399999,5.0233147E10,1590737399999,5.0233147E10
1590740999999,4.5446132E10,1590740999999,4.5446132E10
1590744599999,4.8068977E10,1590744599999,4.8068977E10
1590748199999,5.1572187E10,1590748199999,5.1572187E10
1590751799999,4.8093037E10,1590751799999,4.8093037E10
1590755399999,4.3708654E10,1590755399999,4.3708654E10
1590758999999,3.7338546E10,1590758999999,3.7338546E10
1590762599999,3.443599E10,1590762599999,3.443599E10
1590766199999,3.4805666E10,1590766199999,3.4805666E10
1590769799999,3.5283792E10,1590769799999,3.5283792E10
1590773399999,3.7876814E10,1590773399999,3.7876814E10
1590776999999,3.9999169E10,1590776999999,3.9999169E10
1590780599999,3.8750765E10,1590780599999,3.8750765E10
1590784199999,3.38968044E10,1590784199999,3.38968044E10
1590787799999,2.78423736E10,1590787799999,2.78423736E10
1590791399999,2.31334687E10,1590791399999,2.31334687E10
1590794999999,2.12310671E10,1590794999999,2.12310671E10
1590798599999,1.90899569E10,1590798599999,1.90899569E10
1590802199999,1.56851968E10,1590802199999,1.56851968E10
1590805799999,1.51019663E10,1590805799999,1.51019663E10
1590809399999,1.68560323E10,1590809399999,1.68560323E10
1590812999999,2.34721014E10,1590812999999,2.34721014E10
1590816599999,2.68610621E10,1590816599999,2.68610621E10
1590820199999,2.86762947E10,1590820199999,2.86762947E10
1590823799999,3.0439125E10,1590823799999,3.0439125E10
1590827399999,2.9542697E10,1590827399999,2.9542697E10
1590830999999,2.9891842E10,1590830999999,2.9891842E10
1590834599999,2.97314959E10,1590834599999,2.97314959E10
1590838199999,2.84671447E10,1590838199999,2.84671447E10
1590841799999,2.86321603E10,1590841799999,2.86321603E10
1590845399999,2.94662124E10,1590845399999,2.94662124E10
1590848999999,2.87255409E10,1590848999999,2.87255409E10
1590852599999,3.01172347E10,1590852599999,3.01172347E10
1590856199999,3.20550072E10,1590856199999,3.20550072E10
1590859799999,3.36840253E10,1590859799999,3.36840253E10
1590863399999,3.6012216E10,1590863399999,3.6012216E10
1590866999999,3.4951315E10,1590866999999,3.4951315E10
1590870599999,3.26202388E10,1590870599999,3.26202388E10
1590874199999,2.71230116E10,1590874199999,2.71230116E10
1590877799999,2.28618138E10,1590877799999,2.28618138E10
1590881399999,2.11479327E10,1590881399999,2.11479327E10
1590884999999,1.68940114E10,1590884999999,1.68940114E10
1590888599999,1.46519265E10,1590888599999,1.46519265E10
1590892199999,1.53601393E10,1590892199999,1.53601393E10
1590895799999,1.71144059E10,1590895799999,1.71144059E10
1590899399999,2.1167061E10,1590899399999,2.1167061E10
1590902999999,2.45053972E10,1590902999999,2.45053972E10
1590906599999,2.75122647E10,1590906599999,2.75122647E10
1590910199999,2.75806126E10,1590910199999,2.75806126E10
1590913799999,3.04472105E10,1590913799999,3.04472105E10
1590917399999,2.87725302E10,1590917399999,2.87725302E10
1590920999999,2.96559616E10,1590920999999,2.96559616E10
1590924599999,2.81523876E10,1590924599999,2.81523876E10
1590928199999,2.87893914E10,1590928199999,2.87893914E10
1590931799999,2.95981629E10,1590931799999,2.95981629E10
1590935399999,3.08519875E10,1590935399999,3.08519875E10
1590938999999,3.33551596E10,1590938999999,3.33551596E10
1590942599999,3.5419042E10,1590942599999,3.5419042E10
1590946199999,3.748973E10,1590946199999,3.748973E10
1590949799999,4.0975417E10,1590949799999,4.0975417E10
1590953399999,3.9133475E10,1590953399999,3.9133475E10
1590956999999,3.21734615E10,1590956999999,3.21734615E10
1590960599999,2.56899154E10,1590960599999,2.56899154E10
1590964199999,2.12194836E10,1590964199999,2.12194836E10
1590967799999,1.69739121E10,1590967799999,1.69739121E10
1590971399999,1.55599974E10,1590971399999,1.55599974E10
1590974999999,1.47639695E10,1590974999999,1.47639695E10
1590978599999,1.51603599E10,1590978599999,1.51603599E10
1590982199999,1.82686884E10,1590982199999,1.82686884E10
1590985799999,2.70447104E10,1590985799999,2.70447104E10
1590989399999,4.232029E10,1590989399999,4.232029E10
1590992999999,5.322446E10,1590992999999,5.322446E10
1590996599999,5.5999459E10,1590996599999,5.5999459E10
1591000199999,5.1443438E10,1591000199999,5.1443438E10
1591003799999,5.0849653E10,1591003799999,5.0849653E10
1591007399999,5.4434615E10,1591007399999,5.4434615E10
1591010999999,5.2736471E10,1591010999999,5.2736471E10
1591014599999,4.8756216E10,1591014599999,4.8756216E10
1591018199999,4.0733999E10,1591018199999,4.0733999E10
1591021799999,3.7363745E10,1591021799999,3.7363745E10
1591025399999,3.5422298E10,1591025399999,3.5422298E10
1591028999999,3.5510026E10,1591028999999,3.5510026E10
1591032599999,3.8298513E10,1591032599999,3.8298513E10
1591036199999,3.9869686E10,1591036199999,3.9869686E10
1591039799999,3.8384419E10,1591039799999,3.8384419E10
1591043399999,3.28360653E10,1591043399999,3.28360653E10
1591046999999,2.63019786E10,1591046999999,2.63019786E10
1591050599999,2.13912474E10,1591050599999,2.13912474E10
1591054199999,1.86809139E10,1591054199999,1.86809139E10
1591057799999,1.8130303E10,1591057799999,1.8130303E10
1591061399999,1.58006456E10,1591061399999,1.58006456E10
1591064999999,1.68481731E10,1591064999999,1.68481731E10
1591068599999,2.03191767E10,1591068599999,2.03191767E10
1591072199999,2.72089027E10,1591072199999,2.72089027E10
1591075799999,3.9618605E10,1591075799999,3.9618605E10
1591079399999,4.8814903E10,1591079399999,4.8814903E10
1591082999999,5.0230096E10,1591082999999,5.0230096E10
1591086599999,4.7184675E10,1591086599999,4.7184675E10
1591090199999,4.7915545E10,1591090199999,4.7915545E10
1591093799999,4.9785627E10,1591093799999,4.9785627E10
1591097399999,4.8510419E10,1591097399999,4.8510419E10
1591100999999,4.5034439E10,1591100999999,4.5034439E10
1591104599999,3.8211936E10,1591104599999,3.8211936E10
1591108199999,3.6109734E10,1591108199999,3.6109734E10
1591111799999,3.6505219E10,1591111799999,3.6505219E10
1591115399999,3.6152254E10,1591115399999,3.6152254E10
1591118999999,3.7687902E10,1591118999999,3.7687902E10
1591122599999,4.0434246E10,1591122599999,4.0434246E10
1591126199999,3.8277509E10,1591126199999,3.8277509E10
1591129799999,3.21264947E10,1591129799999,3.21264947E10
1591133399999,2.58594365E10,1591133399999,2.58594365E10
1591136999999,2.19159224E10,1591136999999,2.19159224E10
1591140599999,1.86805432E10,1591140599999,1.86805432E10
1591144199999,1.87821527E10,1591144199999,1.87821527E10
1591147799999,1.66599608E10,1591147799999,1.66599608E10
1591151399999,1.77836339E10,1591151399999,1.77836339E10
1591154999999,2.03768279E10,1591154999999,2.03768279E10
1591158599999,2.55722598E10,1591158599999,2.55722598E10
1591162199999,3.8994395E10,1591162199999,3.8994395E10
1591165799999,4.9472586E10,1591165799999,4.9472586E10
1591169399999,5.232221E10,1591169399999,5.232221E10
1591172999999,4.7743533E10,1591172999999,4.7743533E10
1591176599999,5.0494509E10,1591176599999,5.0494509E10
1591180199999,5.0606662E10,1591180199999,5.0606662E10
1591183799999,5.0702254E10,1591183799999,5.0702254E10
1591187399999,4.8697184E10,1591187399999,4.8697184E10
1591190999999,3.9795429E10,1591190999999,3.9795429E10
1591194599999,3.7195825E10,1591194599999,3.7195825E10
1591198199999,3.5258061E10,1591198199999,3.5258061E10
1591201799999,3.08796477E10,1591201799999,3.08796477E10
1591205399999,3.20829174E10,1591205399999,3.20829174E10
1591208999999,3.7762236E10,1591208999999,3.7762236E10
1591212599999,3.7795684E10,1591212599999,3.7795684E10
1591216199999,3.28326902E10,1591216199999,3.28326902E10
1591219799999,2.65828434E10,1591219799999,2.65828434E10
1591223399999,2.18528645E10,1591223399999,2.18528645E10
1591226999999,2.01950433E10,1591226999999,2.01950433E10
1591230599999,1.80344914E10,1591230599999,1.80344914E10
1591234199999,1.59268823E10,1591234199999,1.59268823E10
1591237799999,1.81067428E10,1591237799999,1.81067428E10
1591241399999,2.11656499E10,1591241399999,2.11656499E10
1591244999999,2.81650954E10,1591244999999,2.81650954E10
1591248599999,3.9773762E10,1591248599999,3.9773762E10
1591252199999,4.8424825E10,1591252199999,4.8424825E10
1591255799999,5.0367406E10,1591255799999,5.0367406E10
1591259399999,4.8220766E10,1591259399999,4.8220766E10
1591262999999,5.0009252E10,1591262999999,5.0009252E10
1591266599999,5.2150899E10,1591266599999,5.2150899E10
1591270199999,5.1985412E10,1591270199999,5.1985412E10
1591273799999,4.8079442E10,1591273799999,4.8079442E10
1591277399999,4.1400521E10,1591277399999,4.1400521E10
1591280999999,3.7774201E10,1591280999999,3.7774201E10
1591284599999,3.7289329E10,1591284599999,3.7289329E10
1591288199999,3.759523E10,1591288199999,3.759523E10
1591291799999,3.8804038E10,1591291799999,3.8804038E10
1591295399999,4.1944748E10,1591295399999,4.1944748E10
1591298999999,3.8699639E10,1591298999999,3.8699639E10
1591302599999,3.31362284E10,1591302599999,3.31362284E10
1591306199999,2.66559877E10,1591306199999,2.66559877E10
1591309799999,2.21761331E10,1591309799999,2.21761331E10
1591313399999,1.9472257E10,1591313399999,1.9472257E10
1591316999999,1.77880842E10,1591316999999,1.77880842E10
1591320599999,1.60038625E10,1591320599999,1.60038625E10
1591324199999,1.59314002E10,1591324199999,1.59314002E10
1591327799999,1.89337231E10,1591327799999,1.89337231E10
1591331399999,2.75382641E10,1591331399999,2.75382641E10
1591334999999,3.8653407E10,1591334999999,3.8653407E10
1591338599999,4.8384213E10,1591338599999,4.8384213E10
1591342199999,5.1451199E10,1591342199999,5.1451199E10
1591345799999,4.919237E10,1591345799999,4.919237E10
1591349399999,4.8305209E10,1591349399999,4.8305209E10
1591352999999,5.1480371E10,1591352999999,5.1480371E10
1591356599999,4.8828932E10,1591356599999,4.8828932E10
1591360199999,4.4441027E10,1591360199999,4.4441027E10
1591363799999,3.930685E10,1591363799999,3.930685E10
1591367399999,3.6951286E10,1591367399999,3.6951286E10
1591370999999,3.4908201E10,1591370999999,3.4908201E10
1591374599999,3.4506916E10,1591374599999,3.4506916E10
1591378199999,3.6240445E10,1591378199999,3.6240445E10
1591381799999,3.9070028E10,1591381799999,3.9070028E10
1591385399999,3.8619181E10,1591385399999,3.8619181E10
1591388999999,3.38714911E10,1591388999999,3.38714911E10
1591392599999,2.90944389E10,1591392599999,2.90944389E10
1591396199999,2.40394875E10,1591396199999,2.40394875E10
1591399799999,2.15013356E10,1591399799999,2.15013356E10
1591403399999,1.86697667E10,1591403399999,1.86697667E10
1591406999999,1.66037053E10,1591406999999,1.66037053E10
1591410599999,1.69834516E10,1591410599999,1.69834516E10
1591414199999,1.87186217E10,1591414199999,1.87186217E10
1591417799999,2.19962982E10,1591417799999,2.19962982E10
1591421399999,2.58395034E10,1591421399999,2.58395034E10
1591424999999,2.8639105E10,1591424999999,2.8639105E10
1591428599999,2.83746529E10,1591428599999,2.83746529E10
1591432199999,3.0831319E10,1591432199999,3.0831319E10
1591435799999,3.0765015E10,1591435799999,3.0765015E10
1591439399999,3.15843297E10,1591439399999,3.15843297E10
1591442999999,2.94626017E10,1591442999999,2.94626017E10
1591446599999,3.06675794E10,1591446599999,3.06675794E10
1591450199999,3.18264607E10,1591450199999,3.18264607E10
1591453799999,3.30860483E10,1591453799999,3.30860483E10
1591457399999,3.4573214E10,1591457399999,3.4573214E10
1591460999999,3.4522386E10,1591460999999,3.4522386E10
1591464599999,3.6025614E10,1591464599999,3.6025614E10
1591468199999,3.8090015E10,1591468199999,3.8090015E10
1591471799999,3.8613414E10,1591471799999,3.8613414E10
1591475399999,3.39415286E10,1591475399999,3.39415286E10
1591478999999,2.83742331E10,1591478999999,2.83742331E10
1591482599999,2.37937029E10,1591482599999,2.37937029E10
1591486199999,2.02662912E10,1591486199999,2.02662912E10
1591489799999,1.79699261E10,1591489799999,1.79699261E10
1591493399999,1.60619387E10,1591493399999,1.60619387E10
1591496999999,1.54337126E10,1591496999999,1.54337126E10
1591500599999,1.72375265E10,1591500599999,1.72375265E10
1591504199999,1.97311775E10,1591504199999,1.97311775E10
1591507799999,2.37886464E10,1591507799999,2.37886464E10
1591511399999,2.74857144E10,1591511399999,2.74857144E10
1591514999999,3.07468268E10,1591514999999,3.07468268E10
1591518599999,2.96871506E10,1591518599999,2.96871506E10
1591522199999,3.13594102E10,1591522199999,3.13594102E10
1591525799999,3.04157061E10,1591525799999,3.04157061E10
1591529399999,2.99781304E10,1591529399999,2.99781304E10
1591532999999,3.02465782E10,1591532999999,3.02465782E10
1591536599999,3.1061461E10,1591536599999,3.1061461E10
